DW_TEMPO;invoice_date;_year;_month;_quarter
42e5610a1426fe152208cacb45d9936fb8d4dc74e25b153db9362b5096525af9;2019-02-06;2019;2;1
1a9bad5d681e9d8eae5edad26fb8a2f5bd0092835d550d34472ce8c491774d64;2018-05-19;2018;5;2
5e82edcb5f62a722f5aa1154e6ef8ac0663bf1309789f73770d32f41f8ffa6df;2018-12-25;2018;12;4
8fda67944b58a72e085beef2c43c4327c364336a07bf7f4f56194d0aac928f89;2018-01-28;2018;1;1
7f3f6cfd8b061e2c7ae3bf49a0c40b4761e005123e705410c0a50535ead71613;2018-12-08;2018;12;4
9440ee34849bb9cada4759914fe1128b3dc09a8f803df7b1855c272ab8a3bf96;2018-04-09;2018;4;2
db8556f5064aef5e1f9fab5e35349b2874319058c944bb472e11611eaffecb50;2018-04-02;2018;4;2
a4c1ad35fba44b25a83a9a6ea3de845d50b83112fa26fe4eb07762011e4efac0;2018-08-11;2018;8;3
b6691be4af038afc34e89962046b4074e1b5c7153643a8f95018b2550ea94cee;2018-05-23;2018;5;2
8d26a7d58c9bdbca9bfddd0524aea6e5ef6a5bbb7367793a6f49b63773417a92;2017-03-08;2017;3;1
1cb09eec291497b5233916499dc3806b9c8a02ed343bddac89bfaf7cbf220d31;2017-08-06;2017;8;3
06833ac5faa5d31e1169e6eb559cf55d2017e1b4b40904962f3107939df6b06e;2018-10-22;2018;10;4
cde70ce2872578297bf5d4042ac5fe2b8ab9f51326ed8d1266a4d1ab679b727d;2018-10-24;2018;10;4
cb7a4f43286c42ad81239de41d35530926c5160fb32dc53d69eb72bca9418b68;2019-01-31;2019;1;1
8256aa6aba61fdee42c722dc2aeb26484d843c23db5724ac1d4f7f7e228eee93;2018-02-04;2018;2;1
b6bc061f074a285a5ab9a800e9264c186b771e063d7c43a55a6bfed60cc5153d;2018-10-06;2018;10;4
2271db919f0ae35cd43b2e6c1f55603fa860dadd4bce068dd8f14e237d4dc236;2019-03-10;2019;3;1
e68dc74d1860f063c45e271ac971e10c35fcbbaec58f3c33e87a4ce78c6b0a53;2018-12-15;2018;12;4
6ede5ba7c91b0602ab34f81a94d5782bf4973016723740dab7d04062dbe0d643;2018-05-08;2018;5;2
1c0ab216c18bdd2851b0da0480a00ea76d76e74c1fd75ab15a4b35461958863d;2017-11-09;2017;11;4
eae0e6f09c1f054699f5e45dfdc69456f6e6646a3ac89f34bf1694fe9f4ad4d0;2017-06-08;2017;6;2
9f3b79e4123342b80be2c43313cc7ba2538c8633ecfb399f9ad75808bd14a2bc;2017-12-20;2017;12;4
7ebf2f469368fd429905361492fba24c73a8b4704b29f1beca5ccb93351384b1;2018-04-14;2018;4;2
792684d52f4ef87925452ded7121d3f2de059cff02d90a2b8b60d59e15e658ed;2018-09-25;2018;9;3
db79289aa4473a81d43577dfc66b437bef06f024333ce769dc2eb991401f580a;2018-03-06;2018;3;1
069c21e851ad970b2ad80ab1a24489db918debf114906d2944897e009cdc2f5f;2017-02-18;2017;2;1
6e40d43704927eeee3ce3841ace7970ec49f2dc1a09e94b690223c7479fc4501;2018-12-26;2018;12;4
41fab4e4408ae62b939fed657836354baab9750096bec94cf306e1a8c03fd806;2017-02-24;2017;2;1
29696a264528f0c2b4761009501be8a04223a5d811fb47529079949766cc8ec1;2017-11-22;2017;11;4
098189d9ae6dac950bd3cb2f669102e8e6fbdb34dfcbc46143ec47a1249a7051;2018-11-07;2018;11;4
127c46d110ba03b0780ecb8935bf1d20db762d10b1d5008c51fd21b09ca2ee10;2018-06-09;2018;6;2
b72b481130adf4e3e3a9ffc2b9e7274b5d223047cd2f93cb71b872af8d319c52;2017-05-24;2017;5;2
48e0435e65c5e1e6ebc9a4267b8922de3675719835a8ca5927db37043332ba3a;2018-06-05;2018;6;2
fdf164b67f5ab26d9a97e536a6b7a18fad4f397372fb8a0b51eada2d435619ad;2018-03-11;2018;3;1
418dcf0963e7a13f7925e093a5fd34ff6585f6cf429da99ef6c8c0851e152210;2018-11-06;2018;11;4
b653113abb61191532f449fec99a87d1c3f096aaf3c4bc381932649afe032124;2017-02-01;2017;2;1
41624571dac33345b6684abd821008eb8e5b357aeb94ca07854d9ee5acca0f30;2017-09-14;2017;9;3
bc6f1af38af62ee999a5784eb778d227c50a64b9dc50c616fa598cd3e20c35c0;2017-11-16;2017;11;4
af5f9c06ebf64b71c4d2e63c8b427bb0b3b05491d5fcababbfb26931cf21efdb;2017-11-23;2017;11;4
6ff4347eef1fb32e8295b2406f1c590af2981cc3643c14b4e3b0b15cc74dcfb7;2017-09-23;2017;9;3
adc8d4bba8ea871bf20509d354223186b199bbecb9fa2ff6f9091c64bdacc2c1;2017-03-01;2017;3;1
b7dc8a1396c435a8a03cfcf233fa5da01ff0491d8ca2ada47205c619f7eced72;2017-12-16;2017;12;4
b7bc4aa4aa75593098c67a118587c3995a1ddd7dd1205982f0e81ab853af4c48;2017-08-27;2017;8;3
c6025c5800bc2a959a2eab72c7ee05d27e29f2e1e32147fc649f46c820bfcf41;2017-12-06;2017;12;4
e79e001377831b0ab668982a300ebc10e3511e5f411b0c08a2c052fe6c7bfe94;2018-11-13;2018;11;4
bb1f7f0e36f3089b9066418f6106a792a520d0fa8b03b72dbbaadfd75ed8e1b2;2017-01-28;2017;1;1
ad5126d96a057c8e00129c6bbbf49c9ee58d0214950869911d99acc81b4206df;2017-07-23;2017;7;3
6ab805309d529dca1b9f8e28f58ee4cc23a091e3331edbe1991b439cb6d00b52;2019-02-11;2019;2;1
32013adb8fe8aa7705b832887d8159170aeda2282d9d469f3962858ce6205424;2018-08-27;2018;8;3
3ccf90eaacf1bc62c546cda4d3b33bc4d9b8986d0ff32a48155ab9e5f312dcb6;2017-10-14;2017;10;4
ce023a5750ed20e6b491a517a409f814994cd249ef4091a562fb2a4cac889ec1;2018-03-05;2018;3;1
81b284da365c73173f32ec6c34e60117bebeedf5fa2b4aec01d00331387ef888;2017-05-21;2017;5;2
690d28d57e56d430635b6ad18931796aa4c87cce1a1758f532c8d578e06c2478;2017-12-13;2017;12;4
91dd3323fb803ee4238353e79ed11c20ab755cafd3b4ac2b3bb589e4a80778a4;2017-06-04;2017;6;2
da53670ac3f9aeb093f961e2dcf257cb81abee9d01f1e18c68239eb76b9d9c43;2018-04-30;2018;4;2
41d2e2d19add3bc4547cea3ba9a37ad7f7866ff140b95b05a4b6ecbe3e668800;2018-09-11;2018;9;3
1cbe673a0d10bcaac990930738ac815de062a0d3244fefd2a8ce8759c3fa5fe4;2018-10-21;2018;10;4
a04879d4ff280598a9d9c7374da0a2f3fa54515e194e14c602712b46d2cc3d6a;2018-02-18;2018;2;1
2a2dcb695e0e707e8ce2e0ba75739552ae8e3063b76f5a7515b698445a978737;2018-09-09;2018;9;3
4663126ba3b422d09ffed9a5274b06971b56a0d6f7697391793e5c02781dda88;2017-06-24;2017;6;2
384b6377fa76afd2871afd5c1a8b0fc2266c209c451ec0779211520ba899ca42;2019-01-14;2019;1;1
6c7ff33116d23a9aa5835db66d1b351ce9d02e556f1d73c5a39ae4d38aaf5590;2019-02-03;2019;2;1
8561489a21e037f802d11791de8ac6c35a8c3681940e70d22c4e619212a0434a;2018-06-27;2018;6;2
6b5401674e910294396799c2d2b7a3a34fa84bb9be55dadc4326f7c8a9463ebd;2017-04-29;2017;4;2
db2c8e93d46115867fd5c3339f380498e0d22b202ab5c8219914b83290e5924c;2018-12-31;2018;12;4
fca8c914d80a78c187224120cfeaa818b5509b4fbfd7b156049a064dfd85e797;2018-08-25;2018;8;3
f0dc14ef07a310f2af9e68847a8d70c0d6507abe22d5d2aa7ae6e2e58f2ddf74;2017-03-09;2017;3;1
652348943e1c00f849810a43a281bfbf5a032efa9e5afe81d1167e5bde2bfa68;2017-02-04;2017;2;1
4ad23719d6d8281347193a5eba2b21605cad23cf4881f406c8a88f83d795c838;2017-05-04;2017;5;2
c9d878db6c07d1595488c4927e0b645ef4076ccdc19bdb184d0a736c28f9a031;2018-10-10;2018;10;4
66b0eb6a4bb156c16c2be47e0087e0ad7930966cc13529db970fc1a01ce7748d;2017-01-20;2017;1;1
587220258a9656477f76615df8295da7e2572386aa98745dee24646ac7825cdd;2017-02-12;2017;2;1
45a1fdfcbb2af74f282ef62684292134053e453248f047d4ef8021c6bd990363;2018-02-13;2018;2;1
4aa55d27d24632024fe0129fac76005e101e7bf2a63675423d2a0a78b7d385ee;2017-12-14;2017;12;4
b2fba758dd8a094845a7b61bbfd610dda6db24854c4da6ba5721942b007042ca;2017-07-08;2017;7;3
9c43d7e595de278759aa794f9d2cb499a68d5ac424dc215a9f71527c216028e6;2017-09-08;2017;9;3
d2338328d08db7f0b494d20d456653b7a52b8c37eb26c6a3d9a8738215e5d22a;2017-10-01;2017;10;4
070311b1042bde9e0459cdaac3f0504f23a5f7ef91f393de73dbcd2bddc1bd93;2017-10-12;2017;10;4
8cd091b905858e68f55e158dd598c6397d42b147ac775f252871cd01991764b8;2017-07-07;2017;7;3
a9f6add4a1346f914786d6210fba06af7a8e9b25406ec273627cd478c24d253e;2019-02-25;2019;2;1
d857b49c521a29456aa212f680d9e930eba54235bd6c2e6afed4e876a0d7914e;2017-09-17;2017;9;3
b79ef3944a8399dc91b6b66e387392193646d1f81ccfe157c9d239128ca6bb4d;2018-01-30;2018;1;1
b8ba27e794155d1cdfd5e68d4f10c448ab786c43f5506f91e886ce5cd68b10d5;2018-03-04;2018;3;1
d6f4b9ea59311b135810435073aec7e7e3ab309b157e6af109ab6e8f8ff7ed4c;2018-09-24;2018;9;3
a6cf1f52eeb205fe35ce568488861ff0b85541c3774cd7240343a9b74740783e;2018-02-08;2018;2;1
c1018fb53e5b176789786ef7e9839d31881213d2beb6a5adffbe49fbb7f2e436;2018-07-24;2018;7;3
0660baf3af1fafb483e3cef4670120a79c14537fb49b345a82f57d135294744b;2017-05-13;2017;5;2
4fe0f7f82978b04e689ca6d261e2de9f644a3cbe42c3de8b086b5fc5fecacda4;2017-02-16;2017;2;1
709b69a17f0aa7a46acb552ede604f01cc97b3b86e5000207996a0cc45b36782;2017-03-10;2017;3;1
68a1180f8f554c35eda49b5bf2a4479a6609d37d5eb0e79b3cdec69c4e18e73a;2017-09-24;2017;9;3
441dd64fed7747bf560948596ef1f90b976552d8342bd55bef29492c8bba7b70;2019-01-20;2019;1;1
5b7411598a1faa79d38e7ed468a6c5e720e03ee2e8bb9d7b0abdc6e22b2f73e7;2017-08-19;2017;8;3
3ad230c8d9e37f03eda7d0dc9b1fc73f60ba4549751449a84a2169f078aa4c3c;2018-04-23;2018;4;2
3d913dfa1d64df4511a0df6beb880c5c6bc6dcbc42225758f40321967748b3aa;2017-11-10;2017;11;4
c6d4a51cb69fa4a95a74acc1c8ddd35a44a6e8bc05a8852bf91eee984010d089;2019-01-30;2019;1;1
240356e27f9bf12e2f6b4c305bbc4ea4dc7f50a5393d07ede73f149303e89b27;2018-11-03;2018;11;4
984789577946e4013135051c48be08690f8b4a3556eebff6f84f7765c45a5872;2018-12-18;2018;12;4
16acbe32369307c832fdc1cc1952a1f5ae12a6b74b26d8d8d5b2cf305cce78df;2017-06-11;2017;6;2
fde5d0bedbb8ba91b49bf8f752a78eb122c5623dc76043c7582cb111b9151e13;2018-05-13;2018;5;2
c0fc4623158bece7b41751253419a5477e24807f520efa7698e5abe5473284cc;2018-07-21;2018;7;3
7241f467319b56580936e6ab93220315fadd8bead0cf7eb4e58b176668733cdb;2017-09-22;2017;9;3
408436eed8cb4e06b99e2a880f59537969d86567e7248b72f1c4134311aa4ecc;2018-01-07;2018;1;1
88b02a3d1bef882ec96fe90246131028a10dadc9bb4755c22ce2ba31823235e5;2018-12-11;2018;12;4
b63ee0b36e1924381859233b615adbbfde95ff23e413ec0ccb7018db4e97cee3;2017-03-26;2017;3;1
1f3907845e8b57d5032b0eed7796c733eb9a07b76a31f041e12a30dd4bede429;2017-06-30;2017;6;2
983877c1bb3dc2cb38fb2d8694f3cced962d1645f11fcfc7bc9db6cae1f28e65;2018-07-30;2018;7;3
4e4d8a0bce5500380dc04720d25a013e1255dc1253744bc31e6cf799b0be7335;2018-02-12;2018;2;1
c622208f880db3048854b8dc47bae96f531b19331e950d7b4036a14899444711;2018-05-06;2018;5;2
638229063eb686d92470283f4227e7568f25587d41d84b2530a05a5e30e0c124;2017-03-31;2017;3;1
560118b19cd2f9e3b8e91003aec99c71ec5c91f015a7ce017b5ae6014537201e;2017-03-02;2017;3;1
ea68949a93a3b9e0d5298bab8a87cad4acd15a0038b9ed4762f71044c9365c6e;2018-05-09;2018;5;2
c7d3906c40584da050bee5c513d467ec1e5561066001d782ec6a0a36ed1bf8c4;2018-09-12;2018;9;3
efae227508cf7c29f03b4c951ef507c46f359a38fb7168d144b9357f1aeaa3c1;2017-12-08;2017;12;4
4c124ae1b9812b0b7ed1278106b3775ccddb317730710cc80602ef8a63de2bd1;2017-12-23;2017;12;4
3018b97cccfa327f3823d6ae7514cf99845568a791488fc433302ba2b573a496;2017-06-29;2017;6;2
f3f3217d869787c18702f4448a92ca6a15e6a1d488aaf618272dcb6233f49c2d;2018-04-08;2018;4;2
8ffa2fdd346a281929745c5166ab2ad267dbeebd44571d306c2e0e46c8054304;2017-07-13;2017;7;3
e2f929129d710d7c8c1b701a73bdd8f5baac73152691df56df5d963c4e94ae81;2018-01-14;2018;1;1
3e19ffacb76ccc6f4764c1d5c7f638d27f234de125eb54672b093ee601a999e2;2017-11-12;2017;11;4
a2f5d6164087df64c77b01af23d9163170adcc74f5c875d6d53e98d3ec2d74f9;2018-02-14;2018;2;1
080d6c05cdc4954a777b5827cfc933833c25bf90767c47e1c1e81ce7b28d4bc9;2017-01-12;2017;1;1
deaaf9a1f321b44b033fef941fc3707dc30baf11d2180d93016a46c4b733f2cb;2017-11-17;2017;11;4
51d68331bf8d7945be3fec3e70665bbc1f546b84582e59bf91d3412a2e65b139;2017-12-22;2017;12;4
162736c84abf72e7e9a1d10cd9d908a81c92536aa7e60c910854f45b735a0efa;2018-10-28;2018;10;4
3014561d08f583c6bbb9968cd34069d40ea05b734955cad39ae24a99b056e94f;2017-07-21;2017;7;3
bc1c73f977dba0f81ade93b0068b07bf09a6e6429aa7230c5b031177d610f552;2017-04-28;2017;4;2
b6b252ae318a8c3dba03cbbead6f824fbbaa1f53f7eb5eade094dbbdf3ed922d;2017-04-26;2017;4;2
f443f7c791b97d21a925f60930fb229ca7e5157ba4ae85d86ea46612772bef49;2018-01-24;2018;1;1
1c514ea23c9bbd171322deea2dbd12140d911a0b55a487ebf553a25d80cd6d10;2018-08-28;2018;8;3
996d543b37a2f5045d8cc76df13bb80526878f639c733e756e2bda54d7e67b9a;2018-07-22;2018;7;3
11792c0884793c2b075e630e5f7b046fb43ef68b826823d5cceb506f6635d1fb;2018-08-06;2018;8;3
64ad1c6935fe731d03c199a931d767fa56d0d88c38d7ea1b89afc7928b06c672;2017-01-22;2017;1;1
2c7f007af335cdf1f448e18c299baf78cc254a3212da538a27e2266ce9945171;2017-05-28;2017;5;2
16db0bd3c65f7074577f33ef9c6de25229874b1ea9bd4718d876d678b72e4500;2019-03-03;2019;3;1
4888b0a310ba003b4a0726bbe3a2283ba3a70fe291c15bc69e617d9e43ae4f1d;2017-05-18;2017;5;2
ac0b05ad6abe21cd384190b4322cd0d2864b0693e0c8ba56cdd3a1736c6a2cb4;2017-10-13;2017;10;4
5d3ebd5ca0fd4b197d406569e5a4f86038ea6fea7197e1abd01ec8f796d60fee;2018-02-20;2018;2;1
5f9eed2999cfc8b82560534422cef51ff12291b1af1a2fa872090a68ca193039;2019-02-28;2019;2;1
39d38b21d535eda7358ed754f773dffa4bea2e606192b601dd85b551711cc71d;2017-12-07;2017;12;4
f897c374080c8899c8e826c1a2c9778ef8e39abb4486fc45718aa74df1d7c783;2017-07-30;2017;7;3
5290bab6277797cfa52ae6d563f29edb3d1982c06e1559d9406ddcdbac315fc3;2018-05-30;2018;5;2
a1105ad5e3b8aa5ce21df0711235d96150219ad0b2f496a77e10adec821306c7;2018-09-19;2018;9;3
f45d5ab0dc5af607ec9b19dbd12d05c2012680dcb6e7dd4947021fe529e37ec0;2017-03-25;2017;3;1
be4ec6771c824b4f9e4a7871c5ab1412b88f0575f9999fbc1775a8315cde5a03;2017-10-05;2017;10;4
208e1638105a15f13ccdea7cccef39f52c262588cf7201fc2157a8a8ad2c8aa4;2018-04-07;2018;4;2
24964ffa0e0e7d6b67912bdbf533292aecb8297095532d3ccee5d2ae20fa7746;2018-04-16;2018;4;2
e22562b6a5b0cf85a9c7c4ff8cf3e1b3f3c031905e0dc33456765509c95a5d6b;2017-06-23;2017;6;2
3d0d7e0058dccb6a9e9f522f8c9e407e70c04a67f97405ed956c0b8f97caeb40;2017-12-30;2017;12;4
9a560498f2fddfec1e30f2a922c60adc198c5051db9adfd81e34bcbd02fdf1d4;2017-06-18;2017;6;2
c93ca480576e085f34a6fbae2dedebc8f79de9403d2271e6614db296f2a5ca41;2017-06-02;2017;6;2
d2e203d9baa6cd7774ca9dc0c9d33a52ca17a113141d4f20d5082660383c691f;2017-04-19;2017;4;2
c7e5a6efe36e82259c9afccc6ac33863a1dc04246434f9b558760a54da4af7a0;2018-10-27;2018;10;4
84ecf36dd899f07a1da044ecbd75eacf39647b64d9601b3a2518eb9bccceaba7;2017-09-27;2017;9;3
e688c91e2dcb10d2f9c38d74a0d4935a1a580d547633eb0ab39279b6f420925d;2018-11-25;2018;11;4
98d78ff1fe772e91e159f399efeba3eb2ae0bd056e3d100a17c73e5fdd69f97b;2017-05-03;2017;5;2
1747c1f28c96b85ede60cc1a597475175168a9f898ac6b13dd64c708bccc60da;2018-11-12;2018;11;4
d2010b137d52e47daa3e90d121084bad80d78ba36e2a711fdf92c929c90eb58b;2017-11-03;2017;11;4
c4845edd154bebd039bcc1ce6e3e7fbb682b688740eb0d9d3fb92cce36df0ee7;2017-02-19;2017;2;1
9e222f20e42239ede8e478a814b7b137c5fec333f53c0006b4bd6817c6cf1897;2019-01-24;2019;1;1
8b5216835f9b7017ff4c0169c8dbc213b61b6d1acec198f6ac6a84bb35354721;2018-05-22;2018;5;2
d3d1ec99e3e9b3543b704acd8359f56ead1f0c38215694eca8f4c17f61f95e03;2018-12-23;2018;12;4
0dcaa12291ea1ada288cb1e942fd04dcaeabc48e1c46a8188a359c87e6794850;2018-09-22;2018;9;3
6937d4d32bb54f3f25cc85ce459354bb7f7eb90b697c875f281aa1f476ee0c96;2018-01-22;2018;1;1
b66159ddd8cd53690da79c7a694ce30589923fcbcb53c522a69138b0608cc03d;2017-08-12;2017;8;3
0e183686fc4926f1466a4eea0644a5526aef765c376ba5c0f5cc0bcdc78a666a;2017-08-09;2017;8;3
31f5cd15e8b057a3cd9df57bb3552f47e42b8372a23063eb85aa5d944dae61bd;2018-09-05;2018;9;3
0ecb93c8e08393a2e1f161c8f1daaa37a39bf81f40d889cca34528b35a54ec30;2017-02-05;2017;2;1
2634f1321a5a4164a24482f6bc987f345e0761f356074d28e64494c45dae8df4;2019-01-03;2019;1;1
a4744953b0f2c04e80520e9d9e24e1076527bcd6c9c243da2737fbbda82687a5;2018-07-18;2018;7;3
70412a9cc5487fa2c75e81c411d5a404839206c6e43469333a1709f66282274a;2017-08-13;2017;8;3
5725983f8b6fae78784357a512ed2c59c2c9a24080d87e4ea0ead93e2ed1dd30;2017-09-03;2017;9;3
a42c38d34c174fc700529bc5d1fa75155c7b9ad20152d46bb8f57da7937458f7;2017-12-21;2017;12;4
66f287162dd73623056a838b509f7cbcdbff886a9c4ef0bcf0dc35264a28dd35;2018-11-20;2018;11;4
6f1e0d56f4b858eef19d7bcdf20af7654b21da3fe491eeb8da6c23b53e4a5de9;2017-05-06;2017;5;2
0e56d61f169861ba1d4177a1b327e0553b74305744c0c82a78da1a00a29d2f96;2018-03-28;2018;3;1
594585094f664407da1400a652d4fa14ab8181683fe885ddbe38cae4fa22abc7;2017-06-17;2017;6;2
d73fef474c6c0e0513a35830da002924d5eb822c05c0ae6283df52bef6d80b2f;2018-10-14;2018;10;4
4ffeaa3d45bbd25d2c88b5c61afa352f91edcc6aae5449638e5fde765e20a8ef;2018-11-19;2018;11;4
8ebd899f3dec696cf0dc39091c5c17ec68fa056ba56bad492a7d8a0712f01ebc;2018-01-18;2018;1;1
0e65eb7a18e0a5994ead8f3a44fda70c48c60887b891b4c62ee2f3a4341fa442;2018-01-29;2018;1;1
8892c63f6b0d612be17dbcbdbe7de5fc128638a5a59d59e108dc53d769bcc627;2018-03-20;2018;3;1
fead5122ae9875d731517c5d3e056d3066e7f3eaf4fbeb1ef1865f5b86f30820;2017-12-24;2017;12;4
b29da6632edf9c58a70b1c28ae1dcdddf4694d49ab6f637043799da2fb66d696;2017-03-23;2017;3;1
7267250d8dad09993da8c7f1c71ffd8a77cfa09596ae731aed0d9c396886f8e3;2018-08-12;2018;8;3
76321b514f0fd7cde6b7112c1229bb5d428ab94c54347ff6976d55c38741354c;2017-08-25;2017;8;3
7b73699dd92306f0e335e6a475eb47ba4064d8e667571500591f36a53f1cddff;2017-04-07;2017;4;2
c6eb604e1a9fd3e21051afe2e39f61528e4df8247594e20517a05f5fe2b14e4a;2018-07-16;2018;7;3
fbd1b923aa2476b0e031d066761f22c86ca52aa687f9099939905d5457d92cf2;2017-01-29;2017;1;1
804ca0b744fd6778bf513a9431f11f8e1c9b47cfef8274cc10181ea8d3771b9a;2017-06-09;2017;6;2
128e2cfaf96afab3fe88741f86a1dd3752ee840d0fc71605998fea8a3cbd5b6a;2018-10-07;2018;10;4
d4fa2e7081eb6dfb75db37cd5369b04f507cf25f41181f4ed2c4852d59d9756a;2017-11-29;2017;11;4
d123446cdf2031b1677993ab0ddffce40bcf9de0ba8d7dcebf877fa70bf93dfb;2017-12-10;2017;12;4
3e3780942f4ab756c42af592408c9a36b80dce8c4cca0d8c702e8bdeb7e2df70;2018-08-01;2018;8;3
c5cdb33c6e92a5be4536c3060358b05122124b150d1e499589bf8154654f2337;2017-12-09;2017;12;4
9c3a6b383cc576abf8fbe0fa25e8e136a945269fe543bd3eda8532334dd5059e;2018-12-01;2018;12;4
622761041356d15895129fb907cfa7f3855ba64efae2ca2654e1aba30ca106fe;2017-02-25;2017;2;1
6ec995bb64cc7ec035f87bb5c38cb7b941e210e572b5c3642f294b9990536fce;2017-03-12;2017;3;1
018183788aaf485e9b12ccfb2d85ed7a1edffa06e262ccaf388dae00937c53b3;2017-11-08;2017;11;4
036db125b114142dd4921d352cfbbe3918d2ae689ab24ad94d0f44d48fcc1bf2;2018-01-25;2018;1;1
706960d2c0716710a3e1e59b44a34a0fe4dccee86b7b673b84157fcec600b3de;2017-06-21;2017;6;2
e9d1b9b3fb6dfee61d536ecfe5e112a11ca849c1d25a7d1e8ca47b868695eb16;2018-02-07;2018;2;1
4d6b5b84fc005faeffcda619b62ec383a9d36fd3975c7cc62be85d5bbfd9a534;2018-06-19;2018;6;2
4d67837b0c123bbb270ebc10ca0957ad8b74461ab064ddec912582f2e67a4456;2018-06-23;2018;6;2
e022288c9a68bb9b20ecf2e6f79b332e70a6178b24b7edc477c16d6cfb17d5b6;2018-11-26;2018;11;4
21ab8453691b4b1083dd705c94f44f42f9061692ac8bbe7d0baf4cecc4d06ba6;2017-11-25;2017;11;4
78923f3e0bd41809d8db40b2c45baa50a7a9a2196ec25274a616e89dbfa965d7;2017-10-08;2017;10;4
9fc5d293397baf6c5891fb07bfc0ef9f6768ff58fbbe2cadb736e35c8fe4218b;2017-11-19;2017;11;4
76fe645e591febc4cdece5f0ff4a9469b506bee99c6010b396ca3d622a30dbbb;2018-09-29;2018;9;3
0043e94477991b5e2c98b613ca717d5dc1a7ded0f9b6221639cfb985f9692584;2017-09-30;2017;9;3
f7b962e81dbdd50bf98956e3bf9c459379b6b2d7eedd01b9b34cae4c31010163;2017-10-07;2017;10;4
5a4b08d20ee543a852f54080392c31341dc18cd35a5f9b0afa16e9175a29a34c;2018-09-03;2018;9;3
c0c9c30af6e0250ced3c8a60d2b1fec08ff70a0e8f46f017ae7801550aa11bd0;2018-06-02;2018;6;2
fcd9309ee6b6e9875cecb6b4fd783f2af303051ff0afbfd4c1c8e7231d99139b;2018-08-29;2018;8;3
458f43239a6e42e5bd0a0b120c66f6f70586abcccc18f60d4f951262b0256f44;2017-01-26;2017;1;1
6258479ff6860eea1493e2761b57ec619afda4aa9a134405643293e82d7f099b;2018-01-15;2018;1;1
3e94b78da5bfe8d73a4089322f1e11c0fe7c094d7f4bd0ede8d7c3680abba6d5;2018-08-19;2018;8;3
9a207be8aa22f424fdc920e790bf510d6d064d78a8b9fa835e08fc67f1c91559;2017-03-16;2017;3;1
8d772cc6f8c505baf9159c593e97391ffc968f23da6cfa4c9fa5bfa56346e04b;2018-11-05;2018;11;4
10e3fb366087997467845f255f23fb53e5226f77474590a2c893c073ef0537fb;2018-03-19;2018;3;1
1820223a258d5a42f6788d9a74c3419d62ac6c3c98dc2d75b537073ec4b53250;2017-03-03;2017;3;1
5ca673e00c24e52ca9225ec352be984be0ed4036c06a69437a8a392948dc302a;2018-06-07;2018;6;2
2842f3cfacd2dc0dc916e5ffc076a747a578b6ef353dcb7db01e9c5b75beaead;2018-12-09;2018;12;4
622a70dceaecbd6c3586e26bb2e287a145f0bfa7845b8ac2a718168154fd89fb;2017-04-23;2017;4;2
f768dd1838b5860e8f7b289da4c981b3899b220b42c2de3567d6029d2cdf14b7;2018-12-24;2018;12;4
8c13dd96f87c98e4dba2191b8963a64ddbc897e82c104452e0be65066ecb48f7;2018-01-23;2018;1;1
db83211d77fc5550ae36a1da5c3fa092d1a240455383ffe61244a939da2adf7b;2018-04-15;2018;4;2
b74792e13863ec8b01dfb4f54546dac95f156dfade59f0eae7462423146a972f;2017-01-25;2017;1;1
906b6eeaf8bfdab92bea39a7869d9d8d455ccbd7e81053ea0615dd850779e870;2018-01-06;2018;1;1
cc89b37ee2dae2d9a1ae90ce89ef53c8b2eb82b6ae4c68485759d9cddb419376;2018-07-11;2018;7;3
6113e302a1af6d630701ba1449cc265a46059e22b30384fe43aac4c8dc13f4f8;2018-08-18;2018;8;3
0c4f0e1f1e7c4e8f7ab79577845e8755d74f176f996553f1fd9dceec509b6b5e;2019-01-16;2019;1;1
ef3483c3f5cc0d13c38a8c6c01e34eb2dd0857708d77a6bbdff9ff6f2034e860;2017-08-20;2017;8;3
ba0d42793db43a16551ae28a497a9cedaba4a0bf1c9e3fa8951b2da3fecf8b4e;2018-07-17;2018;7;3
9ccb9ffd1cd070577cb9fb773bbd4481aac1cc25ac232b14fd3d34eda35e8eda;2018-02-19;2018;2;1
ef2447ff6b66bbaf7ba07881735ab63b71ccea63ec5cff6aa0c9a6def724d815;2018-07-02;2018;7;3
339d240a608a558298ed66c682a64def73572a30ac3c3ce603a3a84541408c00;2017-12-01;2017;12;4
6bd8ac8dd108c3d080812f49b87f322c837eebc19bb355e505a263620cd0f40f;2017-08-11;2017;8;3
a4d372b36936b629ab3961012491aca5ae627506524cbc5d520f6fa578500286;2018-07-23;2018;7;3
d0f9b82af06b24ad56f6c42d34cfc9c82e7ef623934147f9cc6e569d1b04c6a5;2018-04-21;2018;4;2
03a3f4d2e76cbb92c238e5b0af823dcbf0a71b8777dcf73b50331704b9d894b6;2017-03-17;2017;3;1
7abaa5cbd394aa582c4343025711625a23ae7a5b6b997b3c6321d010cc369898;2018-03-07;2018;3;1
77c391f40b78f613e909bcce5bf456a1c08e7f97300a1c9573c1c015b14446c4;2019-01-23;2019;1;1
e772c5132cb8c0b24ad9ec89821b5d98fbea71ad81fea312c60ab9b11e081b10;2018-07-31;2018;7;3
c29357ca1888687e6a757cc44bd036fb541292cdc381e657ab7d3b208b23a8c6;2017-03-30;2017;3;1
