DW_TEMPO;invoice_date;_year;_month;_quarter
e3fe58312f5841dc8ef824432fd78d0e66ab6fab938257767137fbc70d7986db;2019-01-01;2019;1;1
5a09c006403e3de8cca205aeaba921aca921cdba02049af39ed41fbf6af06dbb;2017-02-09;2017;2;1
cde903c9fddd217f638edc2011a2c0cb4f0552e2c458fd15b831068c7a039d91;2017-01-13;2017;1;1
49bd5ba3fda673bd03340fd650d9d52dc09cb0ad0a5543c76b8e93deee19591e;2018-10-08;2018;10;4
aa0cfa011fbc01767621b12cd16a2bdb900bf18e69e69f6f141b5bad25af90a6;2018-07-25;2018;7;3
524d25558b306d8385923df37974fcb1fa1f46514568d1e582e1a28ea962b114;2017-05-20;2017;5;2
5a974568e201c2a0866dc2691bbaa3a81d5aec155b6f8cd60617c9373375609f;2018-11-28;2018;11;4
7e1babe3380bf7d112bec3fa8e442001fa8a0b1822a70af146f2604741ec7acb;2017-10-29;2017;10;4
c98d39d4012245b03fc7da2e2a536ab0c02af6cbf623ce6f5f7f66f25fe64400;2018-03-18;2018;3;1
92f30429139b38c9302e4ab4186c584c907566bb81a468be6e8e7b61cf5cd7b0;2017-03-24;2017;3;1
8deff1ed92e5eed765ef34c77e309b555bce94e8c3f5f30a00d281ab836c3b77;2018-12-30;2018;12;4
b476b3a8eef00d496e6a86285f5ca66c6e62ed9707c9ac7531c23e9dc8b8721d;2018-02-22;2018;2;1
ceb60d724a200fa8b0794f7ee9e269d2d1a9dc0358a18683557416dfd25cd1e6;2018-09-10;2018;9;3
674fd485034232333f788a2437089a6cc879df875c98691890fd4d782a4a3db9;2019-01-15;2019;1;1
554ccabea0688a5628a8546b930a8505f60c2f379937b169efc429f3664b1d63;2018-01-03;2018;1;1
88e6fd9ec0b13d8ca7e2445ba73ac4e2abd6f829ca7b22da1a388b9907cccca9;2017-07-12;2017;7;3
3fd81e2b119d29013f61883da1229a671bffb2393ad9b0954c8ca94bc61861bb;2018-08-05;2018;8;3
33a30368ba6f95494c3e722fc1f9bbeb24ca42c8246f0ec48eda07d6800e70a3;2017-09-06;2017;9;3
e26b39f274a86a8da9ea12fa75ceac6e32ecb4869adb0d14e19a34410cd2f23b;2018-07-09;2018;7;3
2fd14b732fcea9a06820b369a3047e98918cbd305f53c00cebe2ddb5a8341e27;2018-08-14;2018;8;3
1fc001602e3bc5bb91ada5ef49311b4ab63158365c39cec655f53b531b186bda;2018-03-25;2018;3;1
b8b37bde868332b8ebe187ef47eb245fb682d083c3bce81eedf149ee1e2fe69c;2018-11-14;2018;11;4
8ac1824d6c9268fff892e7a05ec6ea411b916edcf029477b17e1b4829fb676fb;2018-03-17;2018;3;1
d99774aa6accf4ab5fb7cf538054cd562391cbc35e67e4ae2e7c5f493eb9a09d;2017-05-31;2017;5;2
68ce966b70b11aa62f039a665ef63d53b154d739ca37fb6d881fc1c6a8938842;2018-06-12;2018;6;2
940d51ebeeb0636dfcd1dee1643d33cf738241394937a062d83c57146646d682;2017-11-05;2017;11;4
264d04521eaa4efbc57d6a09777d77553199464535e1f5fb63ab799a8b24b031;2017-02-26;2017;2;1
bd12954f3cfa319a7be0cea1c458ba47fe19e00ca7b55e88947071fc9f14e1a1;2018-02-28;2018;2;1
ec24d9aa58bff2e9d1c5d96d8a1657a220e85858793569858724b34e6055373b;2017-07-09;2017;7;3
64350d9f19f8d3ecdd04a708811a63ec8822c27f3bad2fec45e50deb9086bf95;2017-10-20;2017;10;4
23bc555aea0dd7f0c589927e6e8858e88f11e071e85cd932a8739fc68c42bfca;2017-01-27;2017;1;1
6b8ca79f9056b1ae51504a914f2e07cbf3faf784bf1486aedfa32a2cf46943f4;2018-07-29;2018;7;3
6e18a3fdf121d03db2bd88829d825a9907060d7eb29121c7e2a74adc22786ece;2017-04-13;2017;4;2
6b87526b2918d709b240a38111c5c98ca652fa30178d4436646f798300a32a50;2017-05-12;2017;5;2
7b553c22ee386d0294fe2fdd3e1ac696ba9334370f9ba2dbf33d7ae1b15d8109;2017-07-27;2017;7;3
19ed1a133682650f5caa56982c7e0ece7b52fae0f5a5aae8b06dec671c1b9051;2018-11-04;2018;11;4
6c2c0c53dee296916e50d73d0622484fbafe4050d19840bffba179137ec598e9;2018-06-26;2018;6;2
382badc357735c2b6e0e015a83a29e80ab60d9fb74a6ddc5ac9fa616261dd049;2018-09-08;2018;9;3
c5ba4739e126fb9ab756b47167c8f7e1e750edcd8cb567b17f4627aa6273437c;2017-09-20;2017;9;3
9b88405d8ca1459db37cb1b99f1a63b8a5528bef58c78d5127f2915a9fb0691e;2018-02-26;2018;2;1
280e5e72f6a91f8373cf8777b49a1304c75259eb5d01d1ba37fa9b846d22bf27;2018-10-20;2018;10;4
204acb9220209ab870b34354d3d1090f078a45fbb13da25b68bc0c33d2791569;2018-01-31;2018;1;1
2577a6e183502a7cb6d31addd12ffe6efe2ddbd382c9ffe7572ea44d95b5b538;2018-08-08;2018;8;3
c5b017c3fd85ffe0dfcadcbf2526f89bb700ab36dd0eee1118c87fbf3fc9c766;2018-03-10;2018;3;1
d901482d3820346d7c5291291a5e7dd27867b6d85b39c80f2284e324857b3e32;2018-04-25;2018;4;2
8875707bbbfb36c56141b4f7497140d42d68fdaaa0335ac6b3d103d4cbb50b6e;2019-03-11;2019;3;1
e32fa34abe6e4ac0f7b90c4c1c8c7e09c826f7848ef128ab6fbe84c4b2325f20;2018-06-04;2018;6;2
124f6dec613b9561aff62b6611428972e55c12144bffdf4261637ea1e7697a6c;2018-09-23;2018;9;3
b382c8109e09ece31314352c9cd2f85c89865c19ee4f18c1920e8b46f8e6cbcf;2018-12-17;2018;12;4
aafefa1ed55b0e9aa176731b8ef30deb21423aa69605bc5ec3fdea573b97d69b;2017-11-02;2017;11;4
7a5ef34a148a706136347274e40ed64765128ebf6620fe0cce5dbdeaec012b03;2017-04-22;2017;4;2
d058e0bcd1ecf09d89d513c6800f90c8e33e9efef545916549a6d95b429f96fe;2019-03-14;2019;3;1
3b244dbdd9e9182b2b5609cacd1b437d682f2153aa556a5805b38159b93f0c4b;2018-12-12;2018;12;4
da048a88a0dfafe3b43bd0bc8a84cae2eb8b51add9b30b5608292b23c53271f2;2018-04-11;2018;4;2
9b946fc988abd9ffc4120a18b83007f78c99432902f23ce0880a88da3146ee1b;2018-08-15;2018;8;3
d5a4f53875944d4917654f8243cc3f2c574c41aab93a9d9c2b1062867a20b7de;2018-05-07;2018;5;2
5b3308aa4d7a0f51cfb6627d78458c27cb1d62a7e5e0bc0b4d9097f0ea2fb3ee;2019-03-21;2019;3;1
8af32889bbdbdc7f051f620e3df22bc84439fc8ca2c60cc28e921c42300ef73d;2017-04-14;2017;4;2
c23b540d43a76837b16f9fffa3c08018b23561cab4d64b5a0b83298ed705c1d1;2017-04-20;2017;4;2
25eedb16437d8d35cf757dd6c5c58714d6a2e697104c6f8ef0a4f8b9f3b721c1;2017-10-04;2017;10;4
4cb86d12723fcb83e660ef7c52ff31406ed42498ad2fc32fa312848411296cab;2017-10-11;2017;10;4
c51bac634ca6320971e2e233c66f7e8277a9c598ea6f62a594d06bb22b94df48;2017-04-01;2017;4;2
e3f9907fed769c93a3fd3491f4d3d4d4c473568ea38d0b7e2074e4878b4c7162;2017-05-25;2017;5;2
361ef8134affd35bd4ab225c97903ea97417ef90c9c4c7c276109ac617f04dec;2017-08-03;2017;8;3
d1b0072fc07c251701b69aded6e34529f5b3fcf3057e36ab57ddd5c023acd78c;2018-02-06;2018;2;1
8ca72b146b1e6dd0fa46c080eaaf6bb4f63dd13e5a9b0f77af1a00bf7d0cd2c8;2019-01-29;2019;1;1
b86895bc94930d5f5a1ad303f16570911c279ddab69f924bb9bbbc0bcaf2ea00;2017-04-30;2017;4;2
8b8827b10f276fc24594a22dcc2aa888767b4b9f4abbcc21cd0a511f72c36013;2019-02-20;2019;2;1
a1a45c11f857d81567a4331f6c6b0e97867ae40fc37cbe024197ce2ae5146feb;2017-06-19;2017;6;2
e2adbb04f68c55e4ab3abf929941d19c48b24f7f41b6953118c47d919b208642;2019-02-17;2019;2;1
6a8f348582c1816bc06e49e46b97c589618d2f7b38e11ec4d8a0980c730231c4;2017-06-14;2017;6;2
1ad13020241cb7f180fbe2cc76831a48714a9ec5fc5ecd9457684de8e9c64f9d;2019-02-27;2019;2;1
a7b7f0bc43abdf3ca91328b1f69a213262747785764b3ccb29f3a5c7052f49c8;2019-02-19;2019;2;1
